Time,RadioId,TagId,TagRSSI,NodeId,Validated
2023-02-17 12:04:33,4,BE246924,-110,,0
2023-02-17 12:05:36,4,3FCE0DBE,-106,,0
2023-02-17 12:06:55,4,4A477E4C,-111,,0
2023-02-17 12:26:31,4,2D4C644E,-111,,0
2000-01-01 00:01:41,4,1955191E,-85,,1
2000-01-01 00:03:09,4,66000000,-89,,0
2000-01-01 00:04:13,4,1955191E,-84,,1
2000-01-01 00:04:14,4,4C1E2A1E,-88,,1
2000-01-01 00:06:07,4,667FFFFF,-87,,0
2000-01-01 00:06:09,4,527FFFFF,-104,,0
2000-01-01 00:06:49,4,7FFFFFFF,-101,,0
2000-01-01 00:06:55,4,664C0000,-88,,0
2000-01-01 00:07:10,4,1955191E,-107,,1
2000-01-01 00:07:45,4,52615500,-90,,0
2000-01-01 00:07:45,4,4C1E2A1E,-91,,1
2000-01-01 00:07:58,4,61000000,-93,,0
2000-01-01 00:08:14,4,664C337F,-93,,0
2000-01-01 00:08:18,4,5261557F,-103,,0
2000-01-01 00:08:28,4,1955191E,-108,,0
2000-01-01 00:08:36,4,34664B33,-105,,1
2000-01-01 00:08:48,4,1955191E,-106,,1
2000-01-01 00:08:54,4,1955191E,-108,,1
2000-01-01 00:08:57,4,34664B33,-104,,1
2000-01-01 00:08:59,4,1955191E,-109,,1
2000-01-01 00:09:00,4,614C0000,-106,,0
2000-01-01 00:09:14,4,1955191E,-107,,1
2000-01-01 00:09:31,4,66617FFF,-84,,0
2000-01-01 00:09:35,4,1955191E,-107,,1
2000-01-01 00:09:40,4,1955191E,-106,,1
2000-01-01 00:09:45,4,1955191E,-106,,1
2000-01-01 00:09:50,4,664C0000,-93,,0
2000-01-01 00:09:50,4,1955191E,-106,,1
2000-01-01 00:09:52,4,4C1E2A1E,-91,,1
2000-01-01 00:09:56,4,1955191E,-107,,1
2000-01-01 00:10:26,4,34664B33,-108,,0
2000-01-01 00:10:36,4,34664B33,-91,,1
2000-01-01 00:10:42,4,34664B33,-108,,0
2000-01-01 00:10:47,4,34664B33,-108,,1
2000-01-01 00:10:52,4,34664B33,-108,,1
2000-01-01 00:10:57,4,34664B33,-107,,1
2000-01-01 00:11:03,4,34664B33,-108,,0
2000-01-01 00:11:08,4,34664B33,-108,,1
2000-01-01 00:11:33,4,664C0000,-90,,0
2000-01-01 00:11:34,4,34664B33,-107,,1
2000-01-01 00:11:44,4,1955191E,-108,,1
2000-01-01 00:11:58,4,4C1E2A1E,-91,,1
2000-01-01 00:12:00,4,34664B33,-108,,1
2000-01-01 00:12:05,4,34664B33,-108,,0
2000-01-01 00:12:20,4,1955191E,-90,,1
2000-01-01 00:12:36,4,1955191E,-107,,1
2000-01-01 00:12:40,4,784B782A,-96,,1
2000-01-01 00:13:08,4,34664B33,-108,,1
2000-01-01 00:13:13,4,7FFFFFFF,-100,,0
2000-01-01 00:13:13,4,34664B33,-109,,0
2000-01-01 00:13:27,4,66617FFF,-90,,0
2000-01-01 00:13:28,4,1955191E,-108,,1
2000-01-01 00:13:33,4,1955191E,-107,,1
2000-01-01 00:13:50,4,4C1E2A1E,-106,,1
2000-01-01 00:13:53,4,1955191E,-94,,1
2000-01-01 00:13:59,4,1955191E,-108,,1
2000-01-01 00:14:09,4,1955191E,-109,,0
2000-01-01 00:14:29,4,7FFFFFFF,-93,,0
2000-01-01 00:14:40,4,1955191E,-108,,1
2000-01-01 00:14:55,4,19D5191E,-107,,0
2000-01-01 00:14:57,4,66610000,-87,,0
2000-01-01 00:15:03,4,34664B33,-94,,1
2000-01-01 00:15:16,4,1955191E,-105,,1
2000-01-01 00:15:21,4,1955191E,-90,,1
2000-01-01 00:15:29,4,34664B33,-108,,1
2000-01-01 00:15:35,4,664C0000,-84,,0
2000-01-01 00:15:42,4,1955191E,-92,,1
2000-01-01 00:15:47,4,1955191E,-89,,1
2000-01-01 00:15:52,4,1955191E,-108,,1
2000-01-01 00:15:55,4,4C1E2A1E,-84,,1
2000-01-01 00:15:57,4,1955191E,-103,,1
2000-01-01 00:16:02,4,1955191E,-106,,1
2000-01-01 00:16:08,4,1955191E,-106,,1
2000-01-01 00:16:13,4,1955191E,-106,,1
2000-01-01 00:16:16,4,34664B33,-110,,1
2000-01-01 00:16:18,4,1955191E,-108,,1
2000-01-01 00:16:23,4,1955191E,-106,,1
2000-01-01 00:16:27,4,34664B33,-108,,1
2000-01-01 00:16:28,4,1955191E,-106,,1
2000-01-01 00:16:33,4,1955191E,-105,,1
2000-01-01 00:16:39,4,1955191E,-100,,1
2000-01-01 00:16:44,4,1955191E,-104,,1
2000-01-01 00:16:49,4,1955191E,-91,,1
2000-01-01 00:16:54,4,1955191E,-104,,1
2000-01-01 00:16:54,4,527FFFFF,-102,,0
2000-01-01 00:16:59,4,1955191E,-88,,1
2000-01-01 00:17:04,4,1955191E,-106,,1
2000-01-01 00:17:09,4,1955191E,-106,,1
2000-01-01 00:17:15,4,1955191E,-105,,1
2000-01-01 00:17:18,4,617FFFFF,-102,,0
2000-01-01 00:17:20,4,1955191E,-105,,1
2000-01-01 00:17:23,4,664C0000,-85,,0
2023-02-20 11:57:23,1,1955191E,-55,325f14,1
2023-02-20 11:57:23,3,1955191E,-55,325f14,1
2023-02-20 11:57:23,2,1955191E,-55,325f14,1
2023-02-20 11:57:26,2,34664B33,-52,325f14,1
2023-02-20 11:57:26,1,34664B33,-52,325f14,1
2023-02-20 11:57:26,3,34664B33,-52,325f14,1
2023-02-20 11:57:28,1,1955191E,-52,325f14,1
2023-02-20 11:57:28,2,1955191E,-52,325f14,1
2023-02-20 11:57:28,3,1955191E,-52,325f14,1
2023-02-20 11:57:31,3,34664B33,-53,325f14,1
2023-02-20 11:57:31,2,34664B33,-53,325f14,1
2023-02-20 11:57:31,1,34664B33,-53,325f14,1
2023-02-20 11:57:33,3,1955191E,-54,325f14,1
2023-02-20 11:57:33,1,1955191E,-54,325f14,1
2023-02-20 11:57:33,2,1955191E,-54,325f14,1
2023-02-20 11:57:36,2,34664B33,-60,325f14,1
2023-02-20 11:57:36,1,34664B33,-60,325f14,1
2023-02-20 11:57:36,3,34664B33,-60,325f14,1
2023-02-20 11:57:49,3,1955191E,-58,325f14,1
2023-02-20 11:57:49,2,1955191E,-58,325f14,1
2023-02-20 11:57:49,1,1955191E,-58,325f14,1
2023-02-20 11:57:52,3,34664B33,-55,325f14,1
2023-02-20 11:57:52,1,34664B33,-55,325f14,1
2023-02-20 11:57:52,2,34664B33,-55,325f14,1
2023-02-20 11:57:54,1,1955191E,-56,325f14,1
2023-02-20 11:57:54,3,1955191E,-56,325f14,1
2023-02-20 11:57:54,2,1955191E,-56,325f14,1
2023-02-20 11:57:57,3,00000000,-57,325f14,0
2023-02-20 11:57:57,1,00000000,-57,325f14,0
2023-02-20 11:57:57,2,00000000,-57,325f14,0
2023-02-20 11:57:57,3,34664B33,-57,325f14,1
2023-02-20 11:57:57,2,34664B33,-57,325f14,1
2023-02-20 11:57:57,1,34664B33,-57,325f14,1
2023-02-20 11:57:59,2,1955191E,-56,325f14,1
2023-02-20 11:57:59,3,1955191E,-56,325f14,1
2023-02-20 11:57:59,1,1955191E,-56,325f14,1
2023-02-20 11:58:02,3,4C1E2A1E,-57,325f14,1
2023-02-20 11:58:02,2,4C1E2A1E,-57,325f14,1
2023-02-20 11:58:02,1,4C1E2A1E,-57,325f14,1
2023-02-20 11:58:02,3,34664B33,-56,325f14,1
2023-02-20 11:58:02,1,34664B33,-56,325f14,1
2023-02-20 11:58:02,2,34664B33,-56,325f14,1
2023-02-20 11:58:04,1,1955191E,-57,325f14,1
2023-02-20 11:58:04,2,1955191E,-57,325f14,1
2023-02-20 11:58:04,3,1955191E,-57,325f14,1
2023-02-20 11:58:08,3,34664B33,-57,325f14,1
2023-02-20 11:58:08,2,34664B33,-57,325f14,1
2023-02-20 11:58:08,1,34664B33,-57,325f14,1
2023-02-20 11:58:14,2,1955191E,-56,325f14,1
2023-02-20 11:58:14,1,1955191E,-56,325f14,1
2023-02-20 11:58:14,3,1955191E,-56,325f14,1
2023-02-20 11:58:18,3,34664B33,-57,325f14,1
2023-02-20 11:58:18,1,34664B33,-57,325f14,1
2023-02-20 11:58:18,2,34664B33,-57,325f14,1
2023-02-20 11:58:23,3,34664B33,-57,325f14,1
2023-02-20 11:58:23,1,34664B33,-57,325f14,1
2023-02-20 11:58:23,2,34664B33,-57,325f14,1
2023-02-20 11:58:25,1,1955191E,-55,325f14,1
2023-02-20 11:58:25,3,1955191E,-55,325f14,1
2023-02-20 11:58:25,2,1955191E,-55,325f14,1
2023-02-20 11:58:28,1,34664B33,-57,325f14,1
2023-02-20 11:58:28,3,34664B33,-57,325f14,1
2023-02-20 11:58:28,2,34664B33,-57,325f14,1
2023-02-20 11:58:30,2,1955191E,-56,325f14,1
2023-02-20 11:58:30,1,1955191E,-56,325f14,1
2023-02-20 11:58:30,3,1955191E,-56,325f14,1
2023-02-20 11:58:34,1,34664B33,-56,325f14,1
2023-02-20 11:58:34,3,34664B33,-56,325f14,1
2023-02-20 11:58:34,2,34664B33,-56,325f14,1
2023-02-20 11:58:39,3,34664B33,-55,325f14,1
2023-02-20 11:58:39,2,34664B33,-55,325f14,1
2023-02-20 11:58:39,1,34664B33,-55,325f14,1
2023-02-20 11:58:40,3,1955191E,-55,325f14,1
2023-02-20 11:58:40,2,1955191E,-55,325f14,1
2023-02-20 11:58:40,1,1955191E,-55,325f14,1
2000-01-01 00:17:25,4,1955191E,-106,,1
2023-02-20 11:58:44,1,34664B33,-55,325f14,1
2023-02-20 11:58:44,3,34664B33,-55,325f14,1
2023-02-20 11:58:44,2,34664B33,-55,325f14,1
2023-02-20 11:58:45,3,1955191E,-54,325f14,1
2023-02-20 11:58:45,2,1955191E,-54,325f14,1
2023-02-20 11:58:45,1,1955191E,-54,325f14,1
2023-02-20 11:58:49,3,34664B33,-55,325f14,1
2023-02-20 11:58:49,2,34664B33,-55,325f14,1
2023-02-20 11:58:49,1,34664B33,-55,325f14,1
2023-02-20 11:58:50,2,1955191E,-55,325f14,1
2023-02-20 11:58:50,3,1955191E,-55,325f14,1
2023-02-20 11:58:50,1,1955191E,-55,325f14,1
2023-02-20 11:58:55,3,34664B33,-55,325f14,1
2023-02-20 11:58:55,2,34664B33,-55,325f14,1
2023-02-20 11:58:55,1,34664B33,-55,325f14,1
2023-02-20 11:58:56,1,1955191E,-54,325f14,1
2023-02-20 11:58:56,2,1955191E,-54,325f14,1
2023-02-20 11:58:56,3,1955191E,-54,325f14,1
2023-02-20 11:58:58,3,00000000,-45,325f14,0
2023-02-20 11:58:58,1,00000000,-45,325f14,0
2023-02-20 11:58:58,2,00000000,-45,325f14,0
2023-02-20 11:59:00,2,34664B33,-55,325f14,1
2023-02-20 11:59:00,3,34664B33,-55,325f14,1
2023-02-20 11:59:00,1,34664B33,-55,325f14,1
2023-02-20 11:59:01,3,1955191E,-55,325f14,1
2023-02-20 11:59:01,2,1955191E,-55,325f14,1
2023-02-20 11:59:01,1,1955191E,-55,325f14,1
2023-02-20 11:59:01,1,527FFFFF,-54,325f14,0
2023-02-20 11:59:01,2,527FFFFF,-54,325f14,0
2023-02-20 11:59:01,3,527FFFFF,-54,325f14,0
2023-02-20 11:59:05,2,34664B33,-55,325f14,1
2023-02-20 11:59:05,3,34664B33,-55,325f14,1
2023-02-20 11:59:05,1,34664B33,-55,325f14,1
2023-02-20 11:59:06,2,1955191E,-55,325f14,1
2023-02-20 11:59:06,3,1955191E,-55,325f14,1
2023-02-20 11:59:06,1,1955191E,-55,325f14,1
2023-02-20 11:59:10,3,34664B33,-55,325f14,1
2023-02-20 11:59:10,2,34664B33,-55,325f14,1
2023-02-20 11:59:11,1,1955191E,-54,325f14,1
2023-02-20 11:59:11,2,1955191E,-54,325f14,1
2023-02-20 11:59:11,3,1955191E,-54,325f14,1
2023-02-20 11:59:15,2,34664B33,-57,325f14,1
2023-02-20 11:59:15,3,34664B33,-57,325f14,1
2023-02-20 11:59:15,1,34664B33,-57,325f14,1
2023-02-20 11:59:16,3,1955191E,-57,325f14,1
2023-02-20 11:59:16,1,1955191E,-57,325f14,1
2023-02-20 11:59:16,2,1955191E,-57,325f14,1
2023-02-20 11:59:21,3,34664B33,-57,325f14,1
2023-02-20 11:59:21,1,34664B33,-57,325f14,1
2023-02-20 11:59:21,2,34664B33,-57,325f14,1
2023-02-20 11:59:21,3,1955191E,-57,325f14,1
2023-02-20 11:59:21,1,1955191E,-57,325f14,1
2023-02-20 11:59:21,2,1955191E,-57,325f14,1
2023-02-20 11:59:25,3,617FFFFF,-58,325f14,0
2023-02-20 11:59:25,1,617FFFFF,-58,325f14,0
2023-02-20 11:59:25,2,617FFFFF,-58,325f14,0
2023-02-20 11:59:27,3,1955191E,-57,325f14,1
2023-02-20 11:59:27,1,1955191E,-57,325f14,1
2023-02-20 11:59:27,2,1955191E,-57,325f14,1
2023-02-20 11:59:30,2,664C0000,-57,325f14,0
2023-02-20 11:59:30,3,664C0000,-57,325f14,0
2023-02-20 11:59:30,1,664C0000,-57,325f14,0
2000-01-01 00:17:30,4,1955191E,-106,,1
2023-02-20 11:59:36,2,34664B33,-57,325f14,1
2023-02-20 11:59:36,3,34664B33,-57,325f14,1
2023-02-20 11:59:36,1,34664B33,-57,325f14,1
2023-02-20 11:59:37,2,1955191E,-57,325f14,1
2023-02-20 11:59:37,3,1955191E,-57,325f14,1
2023-02-20 11:59:37,1,1955191E,-57,325f14,1
2000-01-01 00:17:35,4,1955191E,-106,,1
2000-01-01 00:17:46,4,1955191E,-105,,1
2000-01-01 00:17:51,4,1955191E,-105,,1
2000-01-01 00:17:56,4,1955191E,-105,,1
2000-01-01 00:18:01,4,1955191E,-100,,1
2000-01-01 00:18:06,4,1955191E,-104,,1
2000-01-01 00:18:11,4,1955191E,-105,,1
2000-01-01 00:18:12,4,66610000,-90,,0
2000-01-01 00:18:15,4,4C1E2A1E,-88,,1
2000-01-01 00:18:17,4,1955191E,-105,,1
2000-01-01 00:18:22,4,1955191E,-107,,1
2000-01-01 00:18:27,4,1955191E,-106,,1
2000-01-01 00:18:37,4,1955191E,-88,,1
2000-01-01 00:18:38,4,7FFFFFFF,-103,,0
2000-01-01 00:18:41,4,784B782A,-85,,1
2000-01-01 00:18:53,4,1955191E,-109,,0
2000-01-01 00:19:00,4,664C0000,-85,,0
2000-01-01 00:19:13,4,1955191E,-102,,1
2000-01-01 00:19:18,4,1955191E,-104,,1
2000-01-01 00:19:24,4,1955191E,-90,,1
2000-01-01 00:19:29,4,1955191E,-109,,1
2023-02-20 11:59:42,1,34664B33,-56,325f14,1
2023-02-20 11:59:42,3,34664B33,-56,325f14,1
2023-02-20 11:59:42,2,34664B33,-56,325f14,1
2023-02-20 11:59:42,2,1955191E,-57,325f14,1
2023-02-20 11:59:42,3,1955191E,-57,325f14,1
2023-02-20 11:59:42,1,1955191E,-57,325f14,1
2023-02-20 11:59:47,2,34664B33,-56,325f14,1
2023-02-20 11:59:47,3,34664B33,-56,325f14,1
2023-02-20 11:59:47,1,34664B33,-56,325f14,1
2023-02-20 11:59:47,1,1955191E,-59,325f14,1
2023-02-20 11:59:47,2,1955191E,-59,325f14,1
2023-02-20 11:59:47,3,1955191E,-59,325f14,1
2023-02-20 11:59:52,3,1955191E,-55,325f14,1
2023-02-20 11:59:52,1,1955191E,-55,325f14,1
2023-02-20 11:59:52,2,1955191E,-55,325f14,1
2023-02-20 11:59:57,3,34664B33,-55,325f14,1
2023-02-20 11:59:57,2,34664B33,-55,325f14,1
2023-02-20 11:59:57,1,34664B33,-55,325f14,1
2023-02-20 12:00:02,1,34664B33,-55,325f14,1
2023-02-20 12:00:02,2,34664B33,-55,325f14,1
2023-02-20 12:00:02,3,34664B33,-55,325f14,1
2023-02-20 12:00:03,3,1955191E,-55,325f14,1
2023-02-20 12:00:03,1,1955191E,-55,325f14,1
2023-02-20 12:00:03,2,1955191E,-55,325f14,1
2023-02-20 12:00:08,2,34664B33,-58,325f14,1
2023-02-20 12:00:08,1,34664B33,-58,325f14,1
2023-02-20 12:00:08,3,34664B33,-58,325f14,1
2023-02-20 12:00:08,3,1955191E,-57,325f14,1
2023-02-20 12:00:08,1,1955191E,-57,325f14,1
2023-02-20 12:00:08,2,1955191E,-57,325f14,1
2023-02-20 12:00:13,1,34664B33,-57,325f14,1
2023-02-20 12:00:13,2,34664B33,-57,325f14,1
2023-02-20 12:00:13,3,34664B33,-57,325f14,1
2023-02-20 12:00:18,2,34664B33,-57,325f14,1
2023-02-20 12:00:18,3,34664B33,-57,325f14,1
2023-02-20 12:00:18,1,34664B33,-57,325f14,1
2023-02-20 12:00:18,3,1955191E,-57,325f14,1
2023-02-20 12:00:18,1,1955191E,-57,325f14,1
2023-02-20 12:00:18,2,1955191E,-57,325f14,1
2023-02-20 12:00:19,2,66610000,-52,325f14,0
2023-02-20 12:00:19,3,66610000,-52,325f14,0
2023-02-20 12:00:19,1,66610000,-52,325f14,0
2023-02-20 12:00:22,1,4C1E2A1E,-53,325f14,1
2023-02-20 12:00:22,2,4C1E2A1E,-53,325f14,1
2023-02-20 12:00:22,3,4C1E2A1E,-53,325f14,1
2023-02-20 12:00:23,2,34664B33,-57,325f14,1
2023-02-20 12:00:23,3,34664B33,-57,325f14,1
2023-02-20 12:00:23,1,34664B33,-57,325f14,1
2023-02-20 12:00:29,3,1955191E,-57,325f14,1
2023-02-20 12:00:29,1,1955191E,-57,325f14,1
2023-02-20 12:00:29,2,1955191E,-57,325f14,1
2023-02-20 12:00:34,1,34664B33,-57,325f14,1
2023-02-20 12:00:34,2,34664B33,-57,325f14,1
2023-02-20 12:00:34,3,34664B33,-57,325f14,1
2023-02-20 12:00:39,1,34664B33,-56,325f14,1
2023-02-20 12:00:39,2,34664B33,-56,325f14,1
2023-02-20 12:00:39,3,34664B33,-56,325f14,1
2023-02-20 12:00:44,1,1955191E,-55,325f14,1
2023-02-20 12:00:44,2,1955191E,-55,325f14,1
2023-02-20 12:00:44,3,1955191E,-55,325f14,1
2023-02-20 12:00:44,3,34664B33,-56,325f14,1
2023-02-20 12:00:44,2,34664B33,-56,325f14,1
2023-02-20 12:00:45,1,7FFFFFFF,-56,325f14,0
2023-02-20 12:00:45,2,7FFFFFFF,-56,325f14,0
2023-02-20 12:00:45,3,7FFFFFFF,-56,325f14,0
2023-02-20 12:00:48,3,784B782A,-62,325f14,1
2023-02-20 12:00:48,2,784B782A,-62,325f14,1
2023-02-20 12:00:48,1,784B782A,-62,325f14,1
2023-02-20 12:00:49,1,34664B33,-59,325f14,1
2023-02-20 12:00:49,3,34664B33,-59,325f14,1
2023-02-20 12:00:49,2,34664B33,-59,325f14,1
2023-02-20 12:00:54,1,1955191E,-58,325f14,1
2023-02-20 12:00:54,3,1955191E,-58,325f14,1
2023-02-20 12:00:54,2,1955191E,-58,325f14,1
2023-02-20 12:00:55,3,34664B33,-58,325f14,1
2023-02-20 12:00:55,2,34664B33,-58,325f14,1
2023-02-20 12:00:59,2,1955191E,-58,325f14,1
2023-02-20 12:00:59,3,1955191E,-58,325f14,1
2023-02-20 12:00:59,1,1955191E,-58,325f14,1
2023-02-20 12:01:00,1,34664B33,-58,325f14,1
2023-02-20 12:01:00,3,34664B33,-58,325f14,1
2023-02-20 12:01:00,2,34664B33,-58,325f14,1
2023-02-20 12:01:05,3,1955191E,-58,325f14,1
2023-02-20 12:01:05,2,1955191E,-58,325f14,1
2023-02-20 12:01:05,1,1955191E,-58,325f14,1
2023-02-20 12:01:05,2,34664B33,-58,325f14,1
2023-02-20 12:01:05,3,34664B33,-58,325f14,1
2023-02-20 12:01:05,1,34664B33,-58,325f14,1
2023-02-20 12:01:07,2,664C0000,-69,325f14,0
2023-02-20 12:01:07,1,664C0000,-69,325f14,0
2023-02-20 12:01:07,3,664C0000,-69,325f14,0
2023-02-20 12:01:10,2,1955191E,-58,325f14,1
2023-02-20 12:01:10,1,1955191E,-58,325f14,1
2023-02-20 12:01:10,3,1955191E,-58,325f14,1
2023-02-20 12:01:10,1,34664B33,-58,325f14,1
2023-02-20 12:01:10,3,34664B33,-58,325f14,1
2023-02-20 12:01:10,2,34664B33,-58,325f14,1
2023-02-20 12:01:15,1,1955191E,-58,325f14,1
2023-02-20 12:01:15,2,1955191E,-58,325f14,1
2023-02-20 12:01:15,3,1955191E,-58,325f14,1
2023-02-20 12:01:20,2,1955191E,-58,325f14,1
2023-02-20 12:01:20,1,1955191E,-58,325f14,1
2023-02-20 12:01:20,3,1955191E,-58,325f14,1
2023-02-20 12:01:21,1,34664B33,-56,325f14,1
2023-02-20 12:01:21,3,34664B33,-56,325f14,1
2023-02-20 12:01:21,2,34664B33,-56,325f14,1
2023-02-20 12:01:25,3,1955191E,-57,325f14,1
2023-02-20 12:01:25,2,1955191E,-57,325f14,1
2023-02-20 12:01:25,1,1955191E,-57,325f14,1
2023-02-20 12:01:26,2,34664B33,-57,325f14,1
2023-02-20 12:01:26,1,34664B33,-57,325f14,1
2023-02-20 12:01:26,3,34664B33,-57,325f14,1
2023-02-20 12:01:30,3,1955191E,-57,325f14,1
2023-02-20 12:01:30,1,1955191E,-57,325f14,1
2023-02-20 12:01:30,2,1955191E,-57,325f14,1
2023-02-20 12:01:31,3,34664B33,-57,325f14,1
2023-02-20 12:01:31,2,34664B33,-57,325f14,1
2023-02-20 12:01:31,1,34664B33,-57,325f14,1
2023-02-20 12:01:37,3,34664B33,-56,325f14,1
2023-02-20 12:01:37,2,34664B33,-56,325f14,1
2023-02-20 12:01:37,1,34664B33,-56,325f14,1
2023-02-20 12:01:41,1,1955191E,-56,325f14,1
2023-02-20 12:01:41,3,1955191E,-56,325f14,1
2023-02-20 12:01:41,2,1955191E,-56,325f14,1
2000-01-01 00:19:38,4,527FFFFF,-106,,0
2000-01-01 00:19:39,4,1955191E,-108,,1
2000-01-01 00:19:44,4,1955191E,-108,,1
2000-01-01 00:19:47,4,2EA55AB7,-110,,0
2000-01-01 00:19:49,4,1955191E,-108,,1
2000-01-01 00:20:00,4,1955191E,-108,,1
2000-01-01 00:20:05,4,1955191E,-104,,1
